,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
thrA,0.8994297286215635,0.6861935869597003,thrA KO,0.0766382836596404,Cysteine-1,0.0756278878571238,Thiamine-1,3,3,0.7080559189999995,9.60532895,11.77190129,4.398331196319616,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thrB,0.8085333872127701,0.2545121765860599,thrA KO,0.2278835593893989,Leu/Val/Ile,0.1033939844505192,Leucine,1,2,0.6985851829999987,9.225274165,7.560993747785571,3.9008535336,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thrC,0.824916352334161,0.2465867501845799,thrA KO,0.2344860693377278,Leu/Val/Ile,0.1559060671167677,Dipeptide,1,1,0.612526842594523,9.272276899,7.647762484999999,3.6813514392,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaaX,0.6899228146911386,0.1710065627002628,Leu/Val/Ile,0.1696015425787463,Nucleotide Stress,0.0953646211674922,Glycolate,0,3,0.7373346820000002,6.283660806,11.81791764,4.395200680461513,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaaA,0.6383001839418028,0.4286117465062414,OxyR,0.171807599148821,Cold Shock,0.1296064458021799,UC-8,0,1,0.306568886,6.346626025,8.667106529250002,1.9206128495999997,Low Variance,Medium Expression,Low Variance - Medium Expression
yaaJ,0.8711459923472942,0.6036344015237085,Fnr-2,0.2728561232780809,ppGpp,0.0971269243970549,Fnr-1,0,1,0.484316880798147,3.382637068201853,5.231202368000001,3.233388403017971,Medium Variance,Low Expression,Medium Variance - Low Expression
talB,0.682955963798434,0.1722905541212165,Cold Shock,0.1018439428920199,UC-8,0.0865323148105415,Thr/Ser-1,0,0,0.3385106199999992,10.39886454,10.33365927425,2.2271782588000004,Low Variance,High Expression,Low Variance - High Expression
mog,0.506700795778478,0.085928740268682,UC-5,0.0750189230529804,Cellulose,0.0619407448807558,RpoS,0,2,0.3385607654634031,6.015462657463403,6.399666462604263,1.6751587012887867,Low Variance,Medium Expression,Low Variance - Medium Expression
satP,0.493470967186735,0.2006999657840189,ppGpp,0.1553764615553273,UC-1,0.0671167906154668,Fnr-2,0,0,0.4390894379999999,4.49441852,5.686455664,2.31626125004018,Medium Variance,Low Expression,Medium Variance - Low Expression
yaaW,-0.1975400226624151,0.1845824186719445,Cold Shock,0.0828305855212859,Translation,0.0627169804540435,UC-6,0,0,0.3604235959999999,2.109164007,4.097772906,1.7581492664,Low Variance,Low Expression,Low Variance - Low Expression
mbiA,-0.1110552633897827,0.0906040683132739,UC-5,0.0795842986431861,DNA Damage,0.0738463462470717,UC-6,1,1,0.344671297,0.594515806,4.124902308,1.75339939312906,Low Variance,Low Expression,Low Variance - Low Expression
yaaI,0.1284487885328704,0.1006298666352925,SSW SNPs,0.0571634466963765,yqhI,0.0404067961403685,yneP,0,1,0.3910927558803463,1.319439754,3.873504723,2.277486215799999,Low Variance,Low Expression,Low Variance - Low Expression
dnaK,0.8387586507157176,0.8206806659659587,RpoH,0.0600952638106546,nquinone ALE 3,0.0306208555816087,Nucleotide Stress,1,1,0.5078449389999999,9.787775831,9.97686533475,4.2578022514,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dnaJ,0.6813920475822212,0.7435834104375492,RpoH,0.0485345316045631,Biotin,0.0425072140905676,gcvB,1,1,0.4652803105559746,7.786792425444026,7.405924007999999,3.5254257614308635,Medium Variance,Medium Expression,Medium Variance - Medium Expression
insL1,0.786395742815044,0.5881593121518807,minicoli KOs,0.1066335318151581,RpoH,0.0564529970092988,IS Elements-1,0,1,0.3416781658094683,5.661573367999999,8.107305998,2.6878451698720225,Low Variance,Medium Expression,Low Variance - Medium Expression
mokC,0.2629115105309746,0.19808906225123,Crp-1,0.1788071449673262,UC-7,0.1229736325860118,Cellulose,0,0,0.6229791040000001,3.724600236,7.51006655,3.4627154160208296,Medium Variance,Low Expression,Medium Variance - Low Expression
nhaA,0.6567326186821407,0.2967668996849461,UC-8,0.1466213341560686,GadXW,0.0986231808408971,RpoS,3,0,0.4423221340000012,5.930505067,6.769833182750001,2.5210882089999997,Medium Variance,Medium Expression,Medium Variance - Medium Expression
nhaR,0.6232323661945676,0.2518186040452672,UC-8,0.1147861545432821,GadX,0.1098670378978982,Translation,4,0,0.3630133579999999,5.417843127,5.723037156534129,1.8208963324299177,Low Variance,Medium Expression,Low Variance - Medium Expression
insB1,0.7948981168058481,0.5777583054077056,IS1,0.163816503602964,Cold Shock,0.1507959594936513,IS Elements-1,0,1,0.5703195926729099,2.440475781,5.75331937,3.5934889299999995,Medium Variance,Low Expression,Medium Variance - Low Expression
insA1,0.7747570195662669,0.5760835110748455,IS1,0.2328213114864684,Cold Shock,0.1962984510822077,minicoli KOs,0,1,0.6136053150000005,3.981927598,6.6380647810000015,3.336631639399999,Medium Variance,Low Expression,Medium Variance - Low Expression
rpsT,0.7191516181830611,0.5677155775674229,ppGpp,0.1462254271626116,Translation,0.0872244233478379,RpoS,0,1,0.6138518870731726,11.617341907073172,10.95984429225,3.058403337999998,Medium Variance,High Expression,Medium Variance - High Expression
yaaY,0.5535607646362253,0.1921593171869131,UC-8,0.1528931343717275,ppGpp,0.1344988114681108,Cold Shock,0,1,0.8447306329999997,3.874262314,8.741340617,3.9012615373739896,Medium Variance,Low Expression,Medium Variance - Low Expression
ribF,0.2059412252055538,0.1095955063226188,baeR KO,0.0942112255071127,Crp-1,0.0744290611171948,Leucine,1,0,0.2948420170000005,7.97417813,8.388034480478566,1.4362069049641564,Low Variance,Medium Expression,Low Variance - Medium Expression
ileS,0.5034346273026118,0.1756132197559469,UC-8,0.1043821786441008,baeR KO,0.08951364869634,Leucine,2,0,0.303534849,8.628826703,8.75805787925,1.6275460201999996,Low Variance,Medium Expression,Low Variance - Medium Expression
lspA,0.3383867892574584,0.167078093455981,UC-8,0.1590217730152775,pts ALE,0.0914867404324977,baeR KO,2,0,0.315533467999999,7.638433837999999,8.462606001508837,1.7124909609905723,Low Variance,Medium Expression,Low Variance - Medium Expression
fkpB,0.4399388062341636,0.1523940705522306,UC-1,0.1400813368657198,pts ALE,0.0892786863653212,baeR KO,2,0,0.3297828849999993,7.258662052000001,8.365504978249998,1.6368618029999975,Low Variance,Medium Expression,Low Variance - Medium Expression
ispH,0.4935429572195945,0.212825449933418,pts ALE,0.1521697489225616,baeR KO,0.1307657398890808,UC-8,2,0,0.2733495150000005,7.130266402,8.099821122708823,1.4183083500599958,Low Variance,Medium Expression,Low Variance - Medium Expression
rihC,0.8390658320513192,0.2251185329484369,Crp-1,0.2106895618177693,IS5,0.1496698391003834,Crp-2,0,0,0.6068373760000001,4.242850221,6.853657425000001,4.007938434655225,Medium Variance,Low Expression,Medium Variance - Low Expression
