,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaW,-0.1975400226624151,0.1845824186719445,Cold Shock,0.0828305855212859,Translation,0.0627169804540435,UC-6,0,0,0.3604235959999999,2.109164007,4.097772906,1.7581492664,Low Variance,Low Expression,Low Variance - Low Expression
mbiA,-0.1110552633897827,0.0906040683132739,UC-5,0.0795842986431861,DNA Damage,0.0738463462470717,UC-6,1,1,0.344671297,0.594515806,4.124902308,1.75339939312906,Low Variance,Low Expression,Low Variance - Low Expression
yaaI,0.1284487885328704,0.1006298666352925,SSW SNPs,0.0571634466963765,yqhI,0.0404067961403685,yneP,0,1,0.3910927558803463,1.319439754,3.873504723,2.277486215799999,Low Variance,Low Expression,Low Variance - Low Expression
caiD,0.3617241522147932,0.1398565349899894,Cellulose,0.1166122836408297,Pyruvate-2,0.1069441625912365,Membrane,3,0,0.3989811679999999,1.299090318,3.722931033,1.9822151190971384,Low Variance,Low Expression,Low Variance - Low Expression
caiC,0.3342173574823575,0.1881013071168604,Membrane,0.0741652424003772,Cold Shock,0.0647938235274064,Pyrimidine,3,0,0.3712289909638535,2.7341611619638537,4.814391827006546,1.9449865500578507,Low Variance,Low Expression,Low Variance - Low Expression
caiB,-0.0604138618859977,0.1003150503012798,Microaerobic,0.085381950129877,Methionine,0.065316383407981,Fnr-3,3,0,0.3561506940000001,2.850299283,3.694327204,1.883417053,Low Variance,Low Expression,Low Variance - Low Expression
caiT,0.3011197212628703,0.0824309318214653,Cytochrome c,0.0628445589706655,ArcA,0.0603345981526981,ppGpp,3,0,0.2665357959999999,1.026248178,3.5789554160000003,1.3253050815999992,Low Variance,Low Expression,Low Variance - Low Expression
fixA,0.0681545529567788,0.1582529042168879,Tryptophanase,0.0922341868547722,UC-3,0.0759866127810329,LPS,2,0,0.3624661659987731,1.29171061,4.795468512,1.7677950515999998,Low Variance,Low Expression,Low Variance - Low Expression
fixB,0.302041486666233,0.068940877370386,IS5,0.0507943147185632,FlhDC-1,0.0470356790540784,PAL 26 Del,2,0,0.3301957690569477,1.129715796,4.879194468000001,1.5484110729556164,Low Variance,Low Expression,Low Variance - Low Expression
fixC,0.2728867881503857,0.0563814856844705,Efflux Pump,0.0442809683550265,UC-5,0.0398912810200342,GadX,2,0,0.2945415249999999,1.136133447,4.438029947,1.4498166097999992,Low Variance,Low Expression,Low Variance - Low Expression
yaaU,0.0104777658130272,0.036379482391516,Translation,0.0250859439447713,FucR/AllR/AraC,0.0232411982539214,Leucine,1,0,0.265965631,0.935803806,3.759078484,1.4108422933657712,Low Variance,Low Expression,Low Variance - Low Expression
hofC,-0.3924634866890679,0.0436869743605105,UC-1,0.0385868512202748,baeR KO,0.0366145158437901,nquinone ALE 3,2,0,0.2492761759999999,2.464637041,3.4329298535344805,1.4016943498000003,Low Variance,Low Expression,Low Variance - Low Expression
hofB,0.4237023020267709,0.1766414839255188,Cold Shock,0.0672313910127733,Cellulose,0.0622799707301077,UC-5,1,0,0.3585825839952732,2.8199362139952733,3.532927964933625,1.8668091959999988,Low Variance,Low Expression,Low Variance - Low Expression
yacH,0.5127412282184598,0.1059070465989995,Membrane,0.0939338608103295,Translation,0.0894246008993666,gcvB,0,1,0.3931315799999999,1.466740755,4.765227385865875,1.9881672414975984,Low Variance,Low Expression,Low Variance - Low Expression
yadV,0.1890506626931617,0.0795307086631983,gcvB,0.0592382468648767,RpoS,0.0405071309087553,Glycine,2,0,0.2999682569999999,0.6901308540000001,3.368215399,1.533279197799999,Low Variance,Low Expression,Low Variance - Low Expression
hrpB,0.0869176744855357,0.0850870543508527,baeR KO,0.0740064018329659,UC-3,0.0520102450896006,Crp-2,0,0,0.3047213640000006,4.842397281,4.892996642901568,1.353579887652323,Low Variance,Low Expression,Low Variance - Low Expression
btuF,0.5429690599861428,0.1748405712496286,UC-2,0.0920506562380917,Cold Shock,0.0623639824314384,Copper,2,0,0.3612067199999993,4.538510823999999,4.704830654686989,2.034481574860338,Low Variance,Low Expression,Low Variance - Low Expression
yaeF,0.414353360331971,0.0691319334786408,Glutamine,0.0674329916186057,Efflux Pump,0.0612212725758485,Glutarate,1,0,0.3783995240267863,2.6078977079732137,3.896759581,1.967047549556212,Low Variance,Low Expression,Low Variance - Low Expression
lfhA,0.4912325650531316,0.1415651942071519,Cold Shock,0.1055899120240717,UC-7,0.0726193651135729,Phosphate-2,0,0,0.393923119,1.26166469,4.205755551,2.0036597707967654,Low Variance,Low Expression,Low Variance - Low Expression
lafU,0.0807687783173083,0.1518815253601204,UC-7,0.0835067673459906,NrdR,0.0814127884450044,Dipeptide,0,0,0.3898179930000001,1.771296615,3.836495729,2.0126592831560783,Low Variance,Low Expression,Low Variance - Low Expression
yafP,0.386545130599326,0.1767039807416043,minicoli KOs,0.1154151618327417,UC-3,0.0810615893377441,UC-7,0,0,0.3685918246126882,3.020496542920393,4.71519562,2.4851526973999998,Low Variance,Low Expression,Low Variance - Low Expression
perR,0.3783338666115053,0.2930490039601487,minicoli KOs,0.0963086445834023,PAL 10 Del,0.0811361689447733,Curli-1,0,0,0.2941465529301221,2.6759359639301223,4.371039624,1.8187523902933591,Low Variance,Low Expression,Low Variance - Low Expression
yagA,0.3540996379461796,0.1496037667816712,UC-7,0.0950764545992177,ppGpp,0.0901337749131278,Nucleotide Stress,1,0,0.3046424320000001,0.867907792,4.861850916,1.7864050074255853,Low Variance,Low Expression,Low Variance - Low Expression
ecpD,0.4987749147190468,0.2249457368024473,minicoli KOs,0.117778232621697,UC-7,0.1079888205239438,Translation,0,0,0.2803536408299214,2.916253279,4.746726666606003,1.7150310088,Low Variance,Low Expression,Low Variance - Low Expression
ecpC,0.3599949779062238,0.1151685132130643,UC-7,0.0844036139523823,Glutarate,0.0607436865273481,Dipeptide,0,0,0.3140241958656262,1.77902615,3.816629124,1.711378265199999,Low Variance,Low Expression,Low Variance - Low Expression
eaeH,-0.0704043486944818,0.0490159973495324,UC-2,0.0334805350929281,RpoE,0.0247257918002646,CCK-PGI Del,0,0,0.22127415,0.329224942,3.361398982,1.040532825121336,Low Variance,Low Expression,Low Variance - Low Expression
yahE,0.3423073344031597,0.0991075218264267,Osmoprotectant,0.0666634486885596,rcsB KO,0.0665309496607196,Cellulose,0,0,0.3360154589999999,0.822943016,3.957653756172044,2.04648743684217,Low Variance,Low Expression,Low Variance - Low Expression
