,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
thrB,0.8085333872127701,0.2545121765860599,thrA KO,0.2278835593893989,Leu/Val/Ile,0.1033939844505192,Leucine,1,2,0.6985851829999987,9.225274165,7.560993747785571,3.9008535336,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thrC,0.824916352334161,0.2465867501845799,thrA KO,0.2344860693377278,Leu/Val/Ile,0.1559060671167677,Dipeptide,1,1,0.612526842594523,9.272276899,7.647762484999999,3.6813514392,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rluA,0.5494261459914012,0.157772884805323,Nucleotide Stress,0.0916750953406552,Tryptophanase,0.0841867460423315,UC-5,1,1,0.4621334018494716,5.449215004849472,5.988804141917926,2.2497918582208776,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rapA,0.6126879282258109,0.1851941065057648,Nucleotide Stress,0.12880043021997,ppGpp,0.0937696329391116,UC-5,2,0,0.5006756320000001,5.664118725,6.430956925,2.2248276103999998,Medium Variance,Medium Expression,Medium Variance - Medium Expression
acnB,0.7270315311798039,0.3572436924584806,ArcA,0.0952174468195417,Nucleotide Stress,0.0887145095864156,Cold Shock,2,1,0.684059039000001,9.616180367,9.067432281086106,3.353805168692393,Medium Variance,Medium Expression,Medium Variance - Medium Expression
speD,0.6311497112487415,0.3764175502096331,ppGpp,0.2334334676226164,Translation,0.09682431941704,Pyrimidine,1,0,0.5546581975511895,8.032553097000001,7.0231499281505,2.569563300584877,Medium Variance,Medium Expression,Medium Variance - Medium Expression
speE,0.6909889553662891,0.4206117627566589,ppGpp,0.182922196651935,Translation,0.1136102071653237,Pyrimidine,1,0,0.4870067667917821,7.978259207208217,7.232824773802432,2.3627115833999977,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacC,0.5749200192951041,0.3505720746377609,Cold Shock,0.099391969497412,minicoli KOs,0.0429491231480224,IS1,1,0,0.4882807029999991,7.157179932000001,7.202253666384374,2.7971344197701637,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cueO,0.4873676235638375,0.3403316938343516,Copper,0.0566544921702021,Tryptophanase,0.0492121450519081,Thiamine-1,1,3,0.8229399400000004,6.926969354,7.567941359,4.49335827782922,Medium Variance,Medium Expression,Medium Variance - Medium Expression
can,0.7774434503303337,0.1206655555603933,ArcA,0.1191823534916998,Microaerobic,0.102380646501515,Crp-1,2,0,0.659497932999999,9.640472687,8.390085072721998,3.098601897200024,Medium Variance,Medium Expression,Medium Variance - Medium Expression
panD,0.7469718073892748,0.216262915329502,UC-6,0.1305490781831588,UC-2,0.0833250900915847,UC-1,1,1,0.7245675933919475,9.187432549,7.13644417675,3.7387789052,Medium Variance,Medium Expression,Medium Variance - Medium Expression
