,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
thrA,0.8994297286215635,0.6861935869597003,thrA KO,0.0766382836596404,Cysteine-1,0.0756278878571238,Thiamine-1,3,3,0.7080559189999995,9.60532895,11.77190129,4.398331196319616,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaaJ,0.8711459923472942,0.6036344015237085,Fnr-2,0.2728561232780809,ppGpp,0.0971269243970549,Fnr-1,0,1,0.484316880798147,3.382637068201853,5.231202368000001,3.233388403017971,Medium Variance,Low Expression,Medium Variance - Low Expression
dnaK,0.8387586507157176,0.8206806659659587,RpoH,0.0600952638106546,nquinone ALE 3,0.0306208555816087,Nucleotide Stress,1,1,0.5078449389999999,9.787775831,9.97686533475,4.2578022514,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dnaJ,0.6813920475822212,0.7435834104375492,RpoH,0.0485345316045631,Biotin,0.0425072140905676,gcvB,1,1,0.4652803105559746,7.786792425444026,7.405924007999999,3.5254257614308635,Medium Variance,Medium Expression,Medium Variance - Medium Expression
insL1,0.786395742815044,0.5881593121518807,minicoli KOs,0.1066335318151581,RpoH,0.0564529970092988,IS Elements-1,0,1,0.3416781658094683,5.661573367999999,8.107305998,2.6878451698720225,Low Variance,Medium Expression,Low Variance - Medium Expression
insB1,0.7948981168058481,0.5777583054077056,IS1,0.163816503602964,Cold Shock,0.1507959594936513,IS Elements-1,0,1,0.5703195926729099,2.440475781,5.75331937,3.5934889299999995,Medium Variance,Low Expression,Medium Variance - Low Expression
insA1,0.7747570195662669,0.5760835110748455,IS1,0.2328213114864684,Cold Shock,0.1962984510822077,minicoli KOs,0,1,0.6136053150000005,3.981927598,6.6380647810000015,3.336631639399999,Medium Variance,Low Expression,Medium Variance - Low Expression
rpsT,0.7191516181830611,0.5677155775674229,ppGpp,0.1462254271626116,Translation,0.0872244233478379,RpoS,0,1,0.6138518870731726,11.617341907073172,10.95984429225,3.058403337999998,Medium Variance,High Expression,Medium Variance - High Expression
dapB,0.8554472397137491,0.6574839542743105,Lysine/T2SS,0.1508267421629209,Arginine,0.1471499199965475,Cold Shock,3,2,0.7494053816338786,7.8272950366338785,7.680849678545929,3.094451529708428,Medium Variance,Medium Expression,Medium Variance - Medium Expression
carA,0.91574345207379,0.6040330038309705,Pyrimidine,0.3830654505332216,Arginine,0.06972529836966,Methionine,8,2,1.309659066,8.08412212,10.050436255990082,6.8049227672,High Variance,Medium Expression,High Variance - Medium Expression
carB,0.9121850368731274,0.6815176406278747,Pyrimidine,0.3389603892994278,Arginine,0.1184512108813712,Cysteine-1,7,3,1.073089172000001,7.6721168,9.645652493920505,6.11476117261606,High Variance,Medium Expression,High Variance - Medium Expression
leuD,0.9473335783028234,0.760477840563255,Leucine,0.2522722750357765,Lrp,0.0926593908740893,Leu/Val/Ile,1,1,0.566176381,9.649928869,11.673576447,6.009743618469352,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuC,0.944463278342318,0.7875715044148672,Leucine,0.2668387382932747,Lrp,0.0926911213873318,Leu/Val/Ile,1,2,0.6444804780000002,9.552405304,12.291172315,6.5880712268,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuB,0.9350681910857536,0.7575671455003947,Leucine,0.251616044766112,Lrp,0.0864341654271471,Leu/Val/Ile,1,1,0.6671472664170626,9.402138913582938,11.996110858,6.422509003799999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuA,0.9094101467772862,0.7378227979341834,Leucine,0.2171211136740281,Lrp,0.1123703478495419,Leu/Val/Ile,1,1,0.5588704059891274,9.282341655,12.120287486,6.6497922264,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ilvI,0.9014770365825964,0.713356629068526,Lrp,0.2663600313623838,Leucine,0.0595626564649816,Purine,2,1,0.3422031600869069,7.872777383913093,6.915931710072741,4.652788378497476,Low Variance,Medium Expression,Low Variance - Medium Expression
ilvH,0.8883211281109932,0.6675461447323345,Lrp,0.2539862119123852,Leucine,0.0455867093342398,Biotin,2,1,0.3218565429999982,7.9263711410000015,7.267218527650085,4.72631239927564,Low Variance,Medium Expression,Low Variance - Medium Expression
yadI,0.7206828727768968,0.5418884533594472,Crp-1,0.1232027720181099,Fnr-2,0.1029215259149592,ppGpp,0,1,0.6678553870000004,4.840126709,6.4683444,2.766696727,Medium Variance,Low Expression,Medium Variance - Low Expression
rpsB,0.6903545362182353,0.6118497007717565,Translation,0.2221742289455311,ppGpp,0.070424398049634,Thr/Ser-1,1,1,0.3477232200000006,11.64907421,11.136698377500002,1.8444018940000009,Low Variance,High Expression,Low Variance - High Expression
tsf,0.6265139343083335,0.6250950651306968,Translation,0.0714483004348738,Thr/Ser-1,0.053235043421526,RpoS,1,1,0.2880898660600159,10.357794603939984,9.971087452469702,1.8454298939503249,Low Variance,High Expression,Low Variance - High Expression
ldcC,0.875998056939846,0.6522146976481588,RpoS,0.3306105635650616,UC-8,0.0672867359861336,Glyoxylate,1,1,0.7391853815668465,4.759606009391403,5.4542344190000005,3.0755223971242893,Medium Variance,Low Expression,Medium Variance - Low Expression
metQ,0.8809817840153246,0.5963091234570524,Methionine,0.1238178477054289,Leucine,0.1057463304032483,Cysteine-1,2,2,0.3600538141539999,10.183022915846,8.186681096249998,3.908463433599998,Low Variance,Medium Expression,Low Variance - Medium Expression
metI,0.9062006594594322,0.853581880208572,Methionine,0.0635376327183265,thrA KO,0.0627779661274298,Cysteine-1,2,1,0.6095091729090303,7.731958984017089,6.881810102999999,3.94051969059946,Medium Variance,Medium Expression,Medium Variance - Medium Expression
metN,0.9190489763628844,0.7851605732503132,Methionine,0.1084200911783666,Cold Shock,0.0652361841672108,ppGpp,1,1,0.8919364640000005,7.775161764,8.854518634000001,6.063133794999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ivy,0.7724708753326027,0.534848193746271,UC-4,0.1293043613502446,Cold Shock,0.105444562761708,UC-1,1,1,0.7272205189999994,7.922558727999999,10.222647096,3.8211192025999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
fadE,0.9289088183770486,0.6200060513828052,Fatty Acid,0.1637904194646718,BW25113,0.1419417136034831,UC-3,5,2,1.0939842249999998,4.634984038,8.996566553000001,5.3749686892021735,High Variance,Low Expression,High Variance - Low Expression
yafJ,0.8234523562116588,0.6531245935174207,minicoli KOs,0.085377300050554,UC-7,0.0745706060137888,UC-8,0,0,0.3325909770000006,6.76454857,8.784763567999999,1.907975159747541,Low Variance,Medium Expression,Low Variance - Medium Expression
dpaA,0.7952510586617162,0.5338874257291875,minicoli KOs,0.1038619504726865,pts ALE,0.0642099131343351,CCK-PGI Del,1,1,0.4063961409999983,8.012276907,10.12233589,3.210516860200001,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dinJ,0.8482648643109445,0.5039814339081761,minicoli KOs,0.1442757688139464,UC-7,0.0602473816784104,UC-3,3,0,0.5505497569999989,8.044131051,10.62158688,2.7085253395999995,Medium Variance,Medium Expression,Medium Variance - Medium Expression
prfH,0.6543865336431558,0.7011056482237951,minicoli KOs,0.1021441176313138,PAL 10 Del,0.0733139321488307,DNA Damage,0,1,0.37113940729667,1.08413363570333,7.025030327249718,2.2712941788000003,Low Variance,Low Expression,Low Variance - Low Expression
yafX,0.5420052299814172,0.5089354037679836,SSW SNPs,0.0403328050221956,ytiC,0.0241849640530312,Propionate,0,1,0.3725848570000001,0.3725848570000001,6.25766848,1.7215603171038971,Low Variance,Low Expression,Low Variance - Low Expression
insH1,0.9674736967626936,0.7327031745408548,IS Elements-1,0.2405333177897726,IS Elements-2,0.2277438954145482,IS5,0,3,0.4474369088966554,6.709170048,9.212329819,2.416427633,Medium Variance,Medium Expression,Medium Variance - Medium Expression
mmuP,0.8982569290865364,0.7255485399219317,Methionine,0.1167816821847469,minicoli KOs,0.0634834466933585,Fnr-1,0,1,0.8653332200067787,4.351361634993221,8.476037329,5.125690395799999,Medium Variance,Low Expression,Medium Variance - Low Expression
yagB,0.6809762067420972,0.501021421872608,minicoli KOs,0.0813433312729797,Dipeptide,0.0759736869382282,Thiamine-2,1,0,0.4127574543499603,5.503542597,7.439069547999999,2.2004895987797117,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yagG,0.8343220251631545,0.6189360773176328,Xylose,0.07720002842265,Cellulose,0.0658128079562884,Cold Shock,0,1,0.6459543020000003,2.159680456,8.419708196,3.2272925901999976,Medium Variance,Low Expression,Medium Variance - Low Expression
yagH,0.7447011964523653,0.5375481478955546,Xylose,0.1349977188138643,Glutarate,0.0686010439584033,UC-7,0,1,0.6461411479515711,2.614076849,8.111125824,3.5926433182000004,Medium Variance,Low Expression,Medium Variance - Low Expression
argF,0.9412134472237744,0.7157873069479938,Arginine,0.2272312169898669,minicoli KOs,0.0414828156958823,IS5,3,1,0.8265624370000006,7.565149425,11.73582214,5.724431661996007,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yagN,0.8189011444199471,0.5856164863061388,minicoli KOs,0.087555176734967,Glutamine,0.0792271800427421,Efflux Pump,0,1,0.4351150180000012,7.666861251,9.47222848055734,3.1382509133092444,Medium Variance,Medium Expression,Medium Variance - Medium Expression
intF,0.8080702274872489,0.5272626124490086,minicoli KOs,0.081453473503505,UC-3,0.0608227436646084,RpoE,0,1,0.5782906250000002,5.777149392,9.353991489,3.0279945883999995,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ykgM,0.9720988541021308,0.9465496149640372,Zinc-1,0.0372283006739532,Glycolate,0.036064755037197,minicoli KOs,1,1,0.598019549,3.619054873,14.192986278812947,10.67156731599188,Medium Variance,Low Expression,Medium Variance - Low Expression
insE1,0.8402443692522144,0.8216325015956826,IS Elements-2,0.0663981156765136,IS Elements-1,0.0316016276441,Phosphate-2,0,1,0.0,0.0,5.510935891973431,2.9590495412,Low Variance,Low Expression,Low Variance - Low Expression
insF1,0.5886139244322051,0.6341223173339613,IS Elements-2,0.1306684185750697,SSW SNPs,0.0330882092413937,IS Elements-1,0,2,0.3005341525118552,0.444679831,4.753225782,2.225860513199999,Low Variance,Low Expression,Low Variance - Low Expression
ykgE,0.8764909602228851,0.5133019252761646,YieP,0.3592838095242244,Crp-1,0.1106219708488923,crp KO-1,1,2,0.7805680160000001,2.78363297,7.91376507,4.220060311399999,Medium Variance,Low Expression,Medium Variance - Low Expression
yahK,0.911447788147794,0.6323595285649259,RpoS,0.1622562200821395,minicoli KOs,0.1085676373850428,Glutarate,0,1,1.129220408000001,6.744908494,9.726285356,5.574782826481563,High Variance,Medium Expression,High Variance - Medium Expression
yahN,0.8750922811120336,0.6480747208132638,Crp-1,0.2171184359566504,Cellulose,0.1209569808864338,Crp-2,1,2,0.9513395622713988,2.4155428312713987,9.277263354,4.53711687328567,Medium Variance,Low Expression,Medium Variance - Low Expression
yahO,0.9402445475750824,0.6802709667049541,RpoS,0.3021300320199069,Cellulose,0.1066157534345016,UC-7,0,2,1.6713764910000002,8.223711977999999,13.77530041,7.194287850093895,High Variance,Medium Expression,High Variance - Medium Expression
prpB,0.9656587511641734,0.933060289878101,Propionate,0.0667872368374773,Acetate,0.0430551278843983,Fatty Acid,2,1,0.4383217627366893,0.7794828042633106,11.939047117079674,6.74623016001076,Medium Variance,Low Expression,Medium Variance - Low Expression
prpC,0.962886658027686,0.9500427298191942,Propionate,0.0786413953562524,Thiamine-1,0.0297071449932564,Curli-1,2,1,0.3739139419999999,0.903423938,11.997274566861115,6.629478977741029,Low Variance,Low Expression,Low Variance - Low Expression
prpD,0.9647177101303492,0.9412429062903852,Propionate,0.0799965430455115,Thiamine-1,0.0525671399948364,Acetate,2,1,0.297835122,0.732226005,12.231842806896651,7.116076888003687,Low Variance,Low Expression,Low Variance - Low Expression
prpE,0.9324004580205706,0.9141528135069364,Propionate,0.1009532168944906,Thiamine-1,0.0314500084951575,Curli-1,2,1,0.3442864099999998,1.54312967,11.190575914609587,5.346723522088875,Low Variance,Low Expression,Low Variance - Low Expression
codB,0.937794892392006,0.5847360507522303,Pyrimidine,0.2293650923971516,minicoli KOs,0.1572175704383107,Purine,3,2,1.3859842489999998,5.850886321,9.599388676,6.482394141645138,High Variance,Medium Expression,High Variance - Medium Expression
mhpC,0.7673403966255169,0.568684291801147,BW25113,0.11395716337819,Acetate,0.0912621144975145,Putrescine,3,1,0.5282764110000002,1.848114518,5.397121508,3.307895282619453,Medium Variance,Low Expression,Medium Variance - Low Expression
mhpD,0.9026674248086268,0.7670469319867312,BW25113,0.0913492726781491,Acetate,0.0705143082246037,Thiamine-1,3,1,0.5058634179999999,1.970656713,5.960835319351642,4.524419559998871,Medium Variance,Low Expression,Medium Variance - Low Expression
