,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaX,0.6899228146911386,0.1710065627002628,Leu/Val/Ile,0.1696015425787463,Nucleotide Stress,0.0953646211674922,Glycolate,0,3,0.7373346820000002,6.283660806,11.81791764,4.395200680461513,Medium Variance,Medium Expression,Medium Variance - Medium Expression
satP,0.493470967186735,0.2006999657840189,ppGpp,0.1553764615553273,UC-1,0.0671167906154668,Fnr-2,0,0,0.4390894379999999,4.49441852,5.686455664,2.31626125004018,Medium Variance,Low Expression,Medium Variance - Low Expression
mokC,0.2629115105309746,0.19808906225123,Crp-1,0.1788071449673262,UC-7,0.1229736325860118,Cellulose,0,0,0.6229791040000001,3.724600236,7.51006655,3.4627154160208296,Medium Variance,Low Expression,Medium Variance - Low Expression
yaaY,0.5535607646362253,0.1921593171869131,UC-8,0.1528931343717275,ppGpp,0.1344988114681108,Cold Shock,0,1,0.8447306329999997,3.874262314,8.741340617,3.9012615373739896,Medium Variance,Low Expression,Medium Variance - Low Expression
kefF,0.5918960492876173,0.2005393283658277,RpoS,0.1905397592922386,Cold Shock,0.0786455444935542,Fnr-3,0,0,0.5477189221924315,4.391251187807568,5.407351029999999,2.925742443744683,Medium Variance,Low Expression,Medium Variance - Low Expression
kefC,0.481307138887634,0.273982094180255,RpoS,0.168824958324794,Cold Shock,0.0640269306691829,NtrC-1,0,0,0.4070113509592792,4.044100623,4.341318726,2.3979033550000004,Medium Variance,Low Expression,Medium Variance - Low Expression
apaG,0.3077826424527229,0.0641820906736596,RpoE,0.0546200582774073,UC-1,0.0520457189599375,Nucleotide Stress,0,0,0.4096491768791344,7.159124138999998,7.696081466905365,1.9322116610250493,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yabP,0.4886041955500422,0.075542379192521,Efflux Pump,0.0630353408286091,yjjZ,0.0612701564558311,Nucleotide Stress,0,0,0.4275357599999996,5.886503397999999,5.293799037328234,1.875311435960352,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yabQ,0.3185136751534585,0.064058166811452,Rhamnose,0.0636296559357734,ytiC,0.0585586464126606,Cold Shock,0,0,0.681452556,6.212387399,5.728137515,2.9216755135999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacG,0.5177391249157937,0.0861402375143838,Thiamine-1,0.0831843257297451,UC-2,0.0788374323264893,Glycolate,0,0,0.4239410829999999,6.729964543,7.003621334037454,3.225110046607149,Medium Variance,Medium Expression,Medium Variance - Medium Expression
guaC,0.607376217962792,0.1961417359643592,Cold Shock,0.1463856603551198,UC-8,0.1195327772735167,Fnr-1,0,0,0.5500637300000015,8.107846976,6.706879006557102,3.0021344779999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacL,0.6624438537610178,0.2597399794856613,UC-1,0.1530043952286867,ppGpp,0.1130030991329611,UC-8,0,1,0.5186440740000009,6.363347007000001,6.466580667247773,2.7874245235357096,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yadE,0.5133285818183312,0.1094171525911247,UC-5,0.0877618502193655,YieP,0.0773606125049889,minicoli KOs,0,0,0.4936210229999997,3.89757263,4.81679816765824,2.2725126947402683,Medium Variance,Low Expression,Medium Variance - Low Expression
panB,0.5936928715439995,0.1511229007654375,nquinone ALE 3,0.0710976670349282,UC-3,0.065114755099585,UC-8,0,0,0.403931451721113,8.107231256,7.376589293582804,2.31257258204501,Low Variance,Medium Expression,Low Variance - Medium Expression
yadK,0.4494587155096173,0.1787426176032205,Cellulose,0.1035456516674188,gcvB,0.0624047910091237,IS5,0,0,0.4369464919999999,1.687384786,4.880880796884696,2.2519837932472457,Medium Variance,Low Expression,Medium Variance - Low Expression
yadL,0.1276644691328068,0.2076973386563275,Cellulose,0.0569629985025471,Nucleotide Stress,0.0541062387347245,NtrC-1,0,0,0.4708804720000001,2.041355355,4.388537185444546,2.1771201754998337,Medium Variance,Low Expression,Medium Variance - Low Expression
thpR,0.4108185003486827,0.1050263437225691,UC-8,0.0615234484989019,UC-3,0.0545199139678364,Fnr-1,0,0,0.4703859344914329,4.741041040491433,5.23137715462368,2.4944351457931067,Medium Variance,Low Expression,Medium Variance - Low Expression
yaeH,0.6621147241268573,0.3069062873207334,ppGpp,0.1356905336679341,Translation,0.1085324497760291,Crp-1,0,0,0.450020789822668,8.49514305,8.878298738000002,2.614349484799999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dxr,0.6445886559002576,0.4063435491991686,UC-2,0.1158770335899105,Nucleotide Stress,0.0850123426119492,UC-8,0,1,0.4523664209999998,5.609455358,5.809667365151364,1.9828889344385447,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tilS,0.4639544247935872,0.1205462172205389,pts ALE,0.1143741217401704,Cold Shock,0.0923213634715934,ppGpp,0,0,0.4520211180000002,5.150275488,4.773943325000001,2.301276420180651,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rof,0.5694848850550003,0.4103105420864589,ppGpp,0.0945846599245316,UC-7,0.0866505569192638,Translation,0,0,0.4811014970000018,7.491936984,7.196427508121875,2.4800975027025,Medium Variance,Medium Expression,Medium Variance - Medium Expression
arfB,-0.0843493997588538,0.1337827711659359,UC-8,0.0664694302223363,FlhDC-2,0.047693932069741,baeR KO,0,0,0.419931092718727,5.766231538,6.230228091749999,1.7709952120000008,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yafU,0.4072681035766577,0.3648141302624974,gcvB,0.0978591478192903,Glutarate,0.097642511218965,ROS TALE Amp,0,1,0.483267193,0.893323865,4.7189561921584176,2.409866828,Medium Variance,Low Expression,Medium Variance - Low Expression
ykfJ,-0.1198449399327648,0.0532570104080578,trxC Del,0.035790761429072,Phage Shock,0.0334359843989244,BasR,0,0,0.5274782437192944,0.9918568567192944,3.094951757714112,2.1768847633999995,Medium Variance,Low Expression,Medium Variance - Low Expression
proA,0.3701546179580973,0.1086390403273803,Glutarate,0.0899044113344286,Leucine,0.0634866957000216,FDH-O,0,0,0.4198514299999996,7.417260921,7.234149869029699,1.972288354434986,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ykfI,0.4428461889413957,0.1050639545107832,SSW SNPs,0.0753092287992613,FDH-O,0.067252948607578,UC-6,0,1,0.7068710432817397,1.3969114932817397,6.816902783,2.9048799283999998,Medium Variance,Low Expression,Medium Variance - Low Expression
ykfF,0.1220638518863729,0.2552188975871686,SSW SNPs,0.1097552258823655,Nucleotide Stress,0.037610154953774,IS1,0,1,0.5577988859999999,0.8595271320000001,5.821378706,2.103024798045416,Medium Variance,Low Expression,Medium Variance - Low Expression
yafY,0.3146459768717093,0.2294606178513193,minicoli KOs,0.2286499234242219,UC-7,0.0919711375899634,DNA Damage,0,0,0.4421619299999997,3.459644988,5.422097928,2.299803066800001,Medium Variance,Low Expression,Medium Variance - Low Expression
yafZ,0.4078261367109599,0.137516793735352,Nucleotide Stress,0.0910162740872886,SSW SNPs,0.0586732420895655,Rhamnose,0,1,0.4512948237807536,1.1848458537807536,4.647712745,2.4550587228,Medium Variance,Low Expression,Medium Variance - Low Expression
ykfA,0.6191786560348638,0.2430679141582663,minicoli KOs,0.1258196235958801,Acetate,0.0776184366952338,Crp-1,0,0,0.4906544469999998,4.08710556,6.115403130988241,2.3661373278263,Medium Variance,Low Expression,Medium Variance - Low Expression
afuC,0.1503620355572444,0.1120513406182498,ppGpp,0.0564828701126718,PAL 10 Del,0.0440290968190828,IS1,0,0,0.427810808,1.848719721,4.666155177,2.148017249999999,Medium Variance,Low Expression,Medium Variance - Low Expression
