,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaA,0.6383001839418028,0.4286117465062414,OxyR,0.171807599148821,Cold Shock,0.1296064458021799,UC-8,0,1,0.306568886,6.346626025,8.667106529250002,1.9206128495999997,Low Variance,Medium Expression,Low Variance - Medium Expression
talB,0.682955963798434,0.1722905541212165,Cold Shock,0.1018439428920199,UC-8,0.0865323148105415,Thr/Ser-1,0,0,0.3385106199999992,10.39886454,10.33365927425,2.2271782588000004,Low Variance,High Expression,Low Variance - High Expression
mog,0.506700795778478,0.085928740268682,UC-5,0.0750189230529804,Cellulose,0.0619407448807558,RpoS,0,2,0.3385607654634031,6.015462657463403,6.399666462604263,1.6751587012887867,Low Variance,Medium Expression,Low Variance - Medium Expression
yaaW,-0.1975400226624151,0.1845824186719445,Cold Shock,0.0828305855212859,Translation,0.0627169804540435,UC-6,0,0,0.3604235959999999,2.109164007,4.097772906,1.7581492664,Low Variance,Low Expression,Low Variance - Low Expression
mbiA,-0.1110552633897827,0.0906040683132739,UC-5,0.0795842986431861,DNA Damage,0.0738463462470717,UC-6,1,1,0.344671297,0.594515806,4.124902308,1.75339939312906,Low Variance,Low Expression,Low Variance - Low Expression
yaaI,0.1284487885328704,0.1006298666352925,SSW SNPs,0.0571634466963765,yqhI,0.0404067961403685,yneP,0,1,0.3910927558803463,1.319439754,3.873504723,2.277486215799999,Low Variance,Low Expression,Low Variance - Low Expression
nhaR,0.6232323661945676,0.2518186040452672,UC-8,0.1147861545432821,GadX,0.1098670378978982,Translation,4,0,0.3630133579999999,5.417843127,5.723037156534129,1.8208963324299177,Low Variance,Medium Expression,Low Variance - Medium Expression
ribF,0.2059412252055538,0.1095955063226188,baeR KO,0.0942112255071127,Crp-1,0.0744290611171948,Leucine,1,0,0.2948420170000005,7.97417813,8.388034480478566,1.4362069049641564,Low Variance,Medium Expression,Low Variance - Medium Expression
ileS,0.5034346273026118,0.1756132197559469,UC-8,0.1043821786441008,baeR KO,0.08951364869634,Leucine,2,0,0.303534849,8.628826703,8.75805787925,1.6275460201999996,Low Variance,Medium Expression,Low Variance - Medium Expression
lspA,0.3383867892574584,0.167078093455981,UC-8,0.1590217730152775,pts ALE,0.0914867404324977,baeR KO,2,0,0.315533467999999,7.638433837999999,8.462606001508837,1.7124909609905723,Low Variance,Medium Expression,Low Variance - Medium Expression
fkpB,0.4399388062341636,0.1523940705522306,UC-1,0.1400813368657198,pts ALE,0.0892786863653212,baeR KO,2,0,0.3297828849999993,7.258662052000001,8.365504978249998,1.6368618029999975,Low Variance,Medium Expression,Low Variance - Medium Expression
ispH,0.4935429572195945,0.212825449933418,pts ALE,0.1521697489225616,baeR KO,0.1307657398890808,UC-8,2,0,0.2733495150000005,7.130266402,8.099821122708823,1.4183083500599958,Low Variance,Medium Expression,Low Variance - Medium Expression
caiD,0.3617241522147932,0.1398565349899894,Cellulose,0.1166122836408297,Pyruvate-2,0.1069441625912365,Membrane,3,0,0.3989811679999999,1.299090318,3.722931033,1.9822151190971384,Low Variance,Low Expression,Low Variance - Low Expression
caiC,0.3342173574823575,0.1881013071168604,Membrane,0.0741652424003772,Cold Shock,0.0647938235274064,Pyrimidine,3,0,0.3712289909638535,2.7341611619638537,4.814391827006546,1.9449865500578507,Low Variance,Low Expression,Low Variance - Low Expression
caiB,-0.0604138618859977,0.1003150503012798,Microaerobic,0.085381950129877,Methionine,0.065316383407981,Fnr-3,3,0,0.3561506940000001,2.850299283,3.694327204,1.883417053,Low Variance,Low Expression,Low Variance - Low Expression
caiT,0.3011197212628703,0.0824309318214653,Cytochrome c,0.0628445589706655,ArcA,0.0603345981526981,ppGpp,3,0,0.2665357959999999,1.026248178,3.5789554160000003,1.3253050815999992,Low Variance,Low Expression,Low Variance - Low Expression
fixA,0.0681545529567788,0.1582529042168879,Tryptophanase,0.0922341868547722,UC-3,0.0759866127810329,LPS,2,0,0.3624661659987731,1.29171061,4.795468512,1.7677950515999998,Low Variance,Low Expression,Low Variance - Low Expression
fixB,0.302041486666233,0.068940877370386,IS5,0.0507943147185632,FlhDC-1,0.0470356790540784,PAL 26 Del,2,0,0.3301957690569477,1.129715796,4.879194468000001,1.5484110729556164,Low Variance,Low Expression,Low Variance - Low Expression
fixC,0.2728867881503857,0.0563814856844705,Efflux Pump,0.0442809683550265,UC-5,0.0398912810200342,GadX,2,0,0.2945415249999999,1.136133447,4.438029947,1.4498166097999992,Low Variance,Low Expression,Low Variance - Low Expression
yaaU,0.0104777658130272,0.036379482391516,Translation,0.0250859439447713,FucR/AllR/AraC,0.0232411982539214,Leucine,1,0,0.265965631,0.935803806,3.759078484,1.4108422933657712,Low Variance,Low Expression,Low Variance - Low Expression
folA,0.3758349837449748,0.3051003848641355,ppGpp,0.2522351220567351,Fnr-2,0.1361442525658888,Fnr-3,1,0,0.3806077120000006,6.533596339,6.194038733293313,2.313624088654799,Low Variance,Medium Expression,Low Variance - Medium Expression
apaH,0.329019841463353,0.0730483544745694,RpoE,0.0709870023165344,Fnr-2,0.0658645355725581,Nickel/Cobalt,0,0,0.3906359090000002,5.715026178,5.909121929708213,1.9267960539999984,Low Variance,Medium Expression,Low Variance - Medium Expression
rsmA,0.5686808409258926,0.1266678256169037,ppGpp,0.0945506373213692,baeR KO,0.0846992855499951,Osmoprotectant,0,0,0.3301786898395518,7.404908207999999,7.411421894721066,1.682461244640396,Low Variance,Medium Expression,Low Variance - Medium Expression
pdxA,0.4035971388959763,0.1026069928957502,Osmoprotectant,0.0886818086256251,ppGpp,0.081765089050786,baeR KO,1,0,0.3167860199999994,6.660900069,6.653727824073273,1.9312001464381223,Low Variance,Medium Expression,Low Variance - Medium Expression
surA,0.0063944805753678,0.1127219682653746,baeR KO,0.1028431516138701,Suf System,0.0808600477305531,RpoE,0,0,0.1748373670000003,8.261971756,8.211407688088652,1.153472063800001,Low Variance,Medium Expression,Low Variance - Medium Expression
lptD,0.1351580158428181,0.1179878604386487,Fnr-2,0.1100100014933772,Leucine,0.0927328861558031,Suf System,2,0,0.2194242221928046,8.455116855,8.558988356474845,1.1925433701170354,Low Variance,Medium Expression,Low Variance - Medium Expression
djlA,0.4315780759412695,0.1127822515636556,Crp-1,0.1069157190861886,Efflux Pump,0.094509064047374,baeR KO,0,0,0.2589329639999995,5.59721372,5.843974476755428,1.335986540420279,Low Variance,Medium Expression,Low Variance - Medium Expression
setA,0.5890663058995886,0.3769041731168512,minicoli KOs,0.097740321934937,UC-6,0.0863846452657526,UC-1,4,0,0.3769527359999998,4.424911325,7.696862822999999,2.176449765,Low Variance,Low Expression,Low Variance - Low Expression
cra,0.6382623696028622,0.0795090900000666,Suf System,0.0747717817038206,UC-3,0.0740571358389436,Tryptophanase,0,2,0.2703953509455639,7.066894578945563,9.276870668,1.9290967300718984,Low Variance,Medium Expression,Low Variance - Medium Expression
mraZ,0.3892704395177654,0.1824519142743884,Cold Shock,0.0936976027681311,FlhDC-2,0.082251728481978,baeR KO,3,1,0.3572595469999999,7.975376052,8.080319352796568,1.8286461435999997,Low Variance,Medium Expression,Low Variance - Medium Expression
rsmH,0.5085602440788661,0.1544202825288276,Cold Shock,0.1133024509340776,ROS TALE Amp,0.1036705787382751,baeR KO,3,1,0.3295292788925037,7.208319401000002,6.807496608727084,1.8553148438969036,Low Variance,Medium Expression,Low Variance - Medium Expression
