,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
dnaK,0.8387586507157176,0.8206806659659587,RpoH,0.0600952638106546,nquinone ALE 3,0.0306208555816087,Nucleotide Stress,1,1,0.5078449389999999,9.787775831,9.97686533475,4.2578022514,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thiQ,0.7690205716708486,0.394222013723591,Thiamine-2,0.2407689044944241,minicoli KOs,0.2297310766575623,Thiamine-1,1,0,0.6394790000000001,4.386960721,6.252424408110559,4.1367229808369625,Medium Variance,Low Expression,Medium Variance - Low Expression
sgrR,0.7336025782044175,0.4998321222470492,minicoli KOs,0.1101183915929326,UC-7,0.0808900510833928,UC-2,1,0,0.376218304,4.471184479,5.94804757,2.2319082254094087,Low Variance,Low Expression,Low Variance - Low Expression
leuD,0.9473335783028234,0.760477840563255,Leucine,0.2522722750357765,Lrp,0.0926593908740893,Leu/Val/Ile,1,1,0.566176381,9.649928869,11.673576447,6.009743618469352,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuC,0.944463278342318,0.7875715044148672,Leucine,0.2668387382932747,Lrp,0.0926911213873318,Leu/Val/Ile,1,2,0.6444804780000002,9.552405304,12.291172315,6.5880712268,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuB,0.9350681910857536,0.7575671455003947,Leucine,0.251616044766112,Lrp,0.0864341654271471,Leu/Val/Ile,1,1,0.6671472664170626,9.402138913582938,11.996110858,6.422509003799999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
leuA,0.9094101467772862,0.7378227979341834,Leucine,0.2171211136740281,Lrp,0.1123703478495419,Leu/Val/Ile,1,1,0.5588704059891274,9.282341655,12.120287486,6.6497922264,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cdaR,0.8125594035922608,0.4711972563737671,UC-3,0.446932204365018,Sugar Diacid,0.0700817177602557,Acetate,1,2,0.453617478111755,3.434962457,8.302071040783366,3.0559649934000004,Medium Variance,Low Expression,Medium Variance - Low Expression
ldcC,0.875998056939846,0.6522146976481588,RpoS,0.3306105635650616,UC-8,0.0672867359861336,Glyoxylate,1,1,0.7391853815668465,4.759606009391403,5.4542344190000005,3.0755223971242893,Medium Variance,Low Expression,Medium Variance - Low Expression
metN,0.9190489763628844,0.7851605732503132,Methionine,0.1084200911783666,Cold Shock,0.0652361841672108,ppGpp,1,1,0.8919364640000005,7.775161764,8.854518634000001,6.063133794999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ivy,0.7724708753326027,0.534848193746271,UC-4,0.1293043613502446,Cold Shock,0.105444562761708,UC-1,1,1,0.7272205189999994,7.922558727999999,10.222647096,3.8211192025999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dpaA,0.7952510586617162,0.5338874257291875,minicoli KOs,0.1038619504726865,pts ALE,0.0642099131343351,CCK-PGI Del,1,1,0.4063961409999983,8.012276907,10.12233589,3.210516860200001,Medium Variance,Medium Expression,Medium Variance - Medium Expression
xynR,0.8109742110378503,0.4861278398432866,Arginine,0.3149469356343605,minicoli KOs,0.0601575984952611,UC-2,1,1,0.546262649,5.866603597999999,9.254127295,3.779195407999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ykgM,0.9720988541021308,0.9465496149640372,Zinc-1,0.0372283006739532,Glycolate,0.036064755037197,minicoli KOs,1,1,0.598019549,3.619054873,14.192986278812947,10.67156731599188,Medium Variance,Low Expression,Medium Variance - Low Expression
ykgE,0.8764909602228851,0.5133019252761646,YieP,0.3592838095242244,Crp-1,0.1106219708488923,crp KO-1,1,2,0.7805680160000001,2.78363297,7.91376507,4.220060311399999,Medium Variance,Low Expression,Medium Variance - Low Expression
yahN,0.8750922811120336,0.6480747208132638,Crp-1,0.2171184359566504,Cellulose,0.1209569808864338,Crp-2,1,2,0.9513395622713988,2.4155428312713987,9.277263354,4.53711687328567,Medium Variance,Low Expression,Medium Variance - Low Expression
frmB,0.7748393868728662,0.5300793407041893,minicoli KOs,0.2181150875012398,Glyoxylate,0.1162890709537577,ROS TALE Del-2,1,2,0.4339600929999996,4.98682588,9.956446328,2.642065645840274,Medium Variance,Low Expression,Medium Variance - Low Expression
frmA,0.85527518136941,0.7368789367261641,minicoli KOs,0.1480202995232404,UC-7,0.1080959968224679,ROS TALE Del-2,1,2,0.2899593773497608,6.562626905349761,11.205507699999998,2.4193695048418933,Low Variance,Medium Expression,Low Variance - Medium Expression
frmR,0.8343348617701022,0.6924615508984524,minicoli KOs,0.1208378108249281,Glyoxylate,0.0956300390811499,ROS TALE Del-2,1,2,0.3335993930000009,6.325768237999999,11.02259652,2.420798651399997,Low Variance,Medium Expression,Low Variance - Medium Expression
ampH,0.7096282695718077,0.4214728378725386,minicoli KOs,0.097682319591188,Glutamine,0.0566409743512923,Thiamine-2,1,1,0.447514676662009,5.492713457337991,7.614784226,2.764127245599999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaiW,0.7816343363032001,0.557681254493794,minicoli KOs,0.0697560407471953,IS Elements-1,0.0645491841700641,Flagella,1,0,0.2787623020755347,5.243418562,7.716063066,1.5450523861762306,Low Variance,Medium Expression,Low Variance - Medium Expression
yaiY,0.8268162424090817,0.5612416649069616,UC-4,0.1624450079309236,UC-7,0.0363028104064139,Acetate,1,1,0.8105824570000002,2.896274066,11.86042822,4.5419897668,Medium Variance,Low Expression,Medium Variance - Low Expression
ddlA,0.8133930313857387,0.7211853901379606,minicoli KOs,0.0704589005557753,UC-8,0.05750529366759,ROS TALE Del-2,1,2,0.3925194862021204,6.4769196002021205,8.250671471,2.1515842137517103,Low Variance,Medium Expression,Low Variance - Medium Expression
psiF,0.9443739552327794,0.7205650641126016,RpoS,0.1653015771879094,UC-7,0.0802326174252627,Phosphate-2,1,2,1.3118981239999998,5.42679005,9.474662524,5.669799408075946,High Variance,Medium Expression,High Variance - Medium Expression
queA,0.721173450356567,0.6484630648781603,ppGpp,0.0565942945336589,Osmoprotectant,0.0538115754810036,ArcA,1,1,0.3886450300000001,5.770370615,5.588540935906943,2.7377719840514363,Low Variance,Medium Expression,Low Variance - Medium Expression
yajO,0.8524490579598842,0.531583974022663,RpoS,0.2605399384688702,UC-8,0.0560795806713849,Glutarate,1,0,0.700714949,6.609226166,6.213145609750001,3.242153319599999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gsk,0.7786690249743927,0.5086430130348228,ppGpp,0.0872077091280171,UC-8,0.068888260840947,Nucleotide Stress,1,1,0.4374951875237451,5.924741269,5.367726895585551,2.1833330787315592,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybaL,0.732347812221906,0.4274165001323857,SoxS,0.0866983913729517,minicoli KOs,0.0846859960070489,Glyoxylate,1,1,0.3476993840000002,5.921207196,6.57330661194404,2.5318639696596907,Low Variance,Medium Expression,Low Variance - Medium Expression
allR,0.9268220307338386,0.6521454735916742,minicoli KOs,0.2320297516001647,UC-7,0.0730734423442743,UC-1,1,1,0.3603596630000005,7.614441066,10.54088177,2.4041123836587976,Low Variance,Medium Expression,Low Variance - Medium Expression
gcl,0.9109747792802592,0.5125158555551155,minicoli KOs,0.2818239526432821,FucR/AllR/AraC,0.0472915327034511,Ribose,1,2,0.3736459176891191,1.9781740703108808,9.199567875,2.5252525977999976,Low Variance,Low Expression,Low Variance - Low Expression
hyi,0.8833106043776942,0.4926032721474139,minicoli KOs,0.3157140862224978,FucR/AllR/AraC,0.0986615900761301,UC-7,1,4,0.4384471030000001,1.479987268,9.795022418,2.7158761609415047,Medium Variance,Low Expression,Medium Variance - Low Expression
glxR,0.7518364980074672,0.570726319874223,FucR/AllR/AraC,0.1024847643340394,PAL 26 Del,0.0645516253806627,minicoli KOs,1,2,0.4690723780000001,1.669044921,10.45728171,2.618843193103567,Medium Variance,Low Expression,Medium Variance - Low Expression
allB,0.7042119657993686,0.5622465598430022,FucR/AllR/AraC,0.1472910377805923,Glycolate,0.0697442734901965,LPS,1,1,0.4687524559235894,2.041422178316669,10.38964846,2.6232364016843976,Medium Variance,Low Expression,Medium Variance - Low Expression
ybcK,0.95177924075451,0.8593024089609388,ROS TALE Amp,0.1369175295049512,gcvB,0.0606934720042898,Cellulose,1,2,0.4413861649999999,1.414070749,10.25589527,6.729422785799999,Medium Variance,Low Expression,Medium Variance - Low Expression
pheP,0.8388611594019032,0.4462124695365718,minicoli KOs,0.3030687811740907,Copper,0.0613912760937451,Fimbriae,1,1,0.5564284119999998,5.181789689,8.213687126,3.246358081167458,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybdK,0.9610087678296264,0.7531126207911323,RpoS,0.504575628342935,UC-7,0.0620642704019538,Acetate,1,3,0.9836679320000008,4.897168011000001,9.167351914,5.314975485800001,Medium Variance,Low Expression,Medium Variance - Low Expression
dcuC,0.8054455887469032,0.4826919711025544,Fnr-2,0.35437071659246,Fnr-1,0.154815722226093,ArcA,1,2,0.542197058,1.984526384,10.25453901,6.8861551494,Medium Variance,Low Expression,Medium Variance - Low Expression
mrdA,0.7154422836341796,0.5834388770767598,ppGpp,0.0768175764698509,UC-8,0.069401383014,Cellulose,1,0,0.3777167749999996,5.784069835,5.597091908903939,2.395313557919411,Low Variance,Medium Expression,Low Variance - Medium Expression
gltJ,0.8048578681219136,0.4766750146106212,Glutamine,0.2026139103443265,minicoli KOs,0.0875180662537151,NtrC-3,1,1,0.3250692152344907,5.278791635,7.668776564758838,2.2151316123999987,Low Variance,Medium Expression,Low Variance - Medium Expression
fldA,0.7981516616255238,0.6586467351923385,SoxS,0.0789605795080917,DNA Damage,0.06023271200016,Cellulose,1,1,0.2293172680000008,9.039972101,9.384306960554978,2.442178135208021,Low Variance,Medium Expression,Low Variance - Medium Expression
ybgA,0.8921850952671395,0.7084967042357411,RpoS,0.2238080129570553,UC-7,0.0596094355255698,Acetate,1,1,1.425456134,4.588547214,9.299662854,5.681745487637239,High Variance,Low Expression,High Variance - Low Expression
phr,0.7443641958050481,0.4018838023659137,RpoS,0.1281264855357647,NRZ,0.1178813908247554,UC-7,1,0,0.5682570880000002,4.17273502,6.790577111455975,2.800771500936648,Medium Variance,Low Expression,Medium Variance - Low Expression
bioA,0.9392883127068404,0.8263239730173656,Biotin,0.1117985311131859,Thiamine-1,0.0672782701731237,Fnr-1,1,1,0.9111788210000008,5.401517361,7.746665117000001,6.0535622796,Medium Variance,Medium Expression,Medium Variance - Medium Expression
bioB,0.9610152200613392,0.8655102225050236,Biotin,0.0825231366071125,Fnr-1,0.0812851333633749,Thiamine-1,1,1,0.9480748341195956,6.51545093,9.27687216,6.865679216800001,Medium Variance,Medium Expression,Medium Variance - Medium Expression
