,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
satP,0.493470967186735,0.2006999657840189,ppGpp,0.1553764615553273,UC-1,0.0671167906154668,Fnr-2,0,0,0.4390894379999999,4.49441852,5.686455664,2.31626125004018,Medium Variance,Low Expression,Medium Variance - Low Expression
mokC,0.2629115105309746,0.19808906225123,Crp-1,0.1788071449673262,UC-7,0.1229736325860118,Cellulose,0,0,0.6229791040000001,3.724600236,7.51006655,3.4627154160208296,Medium Variance,Low Expression,Medium Variance - Low Expression
yaaY,0.5535607646362253,0.1921593171869131,UC-8,0.1528931343717275,ppGpp,0.1344988114681108,Cold Shock,0,1,0.8447306329999997,3.874262314,8.741340617,3.9012615373739896,Medium Variance,Low Expression,Medium Variance - Low Expression
rihC,0.8390658320513192,0.2251185329484369,Crp-1,0.2106895618177693,IS5,0.1496698391003834,Crp-2,0,0,0.6068373760000001,4.242850221,6.853657425000001,4.007938434655225,Medium Variance,Low Expression,Medium Variance - Low Expression
caiF,0.8394617418359529,0.2254583506958511,Pyrimidine,0.193561085190713,Cellulose,0.1012401190081884,Fnr-2,3,3,0.8861352009999992,4.851363079,9.844207267,4.45923703844992,Medium Variance,Low Expression,Medium Variance - Low Expression
caiE,0.3511964108191481,0.0972849179913422,Cellulose,0.0935295246557882,Membrane,0.0632372218504414,Translation,3,0,0.492850888,1.775819774,4.214724296,2.3734941831633907,Medium Variance,Low Expression,Medium Variance - Low Expression
caiA,0.6872308148696361,0.1143131341328398,Microaerobic,0.1060122624445215,Isc System,0.0777935623634105,NrdR,3,0,0.4236771416381337,3.6331426033618666,4.135539956,1.9722154799968723,Medium Variance,Low Expression,Medium Variance - Low Expression
fixX,0.0161481310411519,0.0701348333315892,UC-2,0.0366209385827639,Efflux Pump,0.0334547811471913,LPS,2,1,0.4525033259276791,1.06728129509284,4.073628436750662,2.146698676864916,Medium Variance,Low Expression,Medium Variance - Low Expression
kefF,0.5918960492876173,0.2005393283658277,RpoS,0.1905397592922386,Cold Shock,0.0786455444935542,Fnr-3,0,0,0.5477189221924315,4.391251187807568,5.407351029999999,2.925742443744683,Medium Variance,Low Expression,Medium Variance - Low Expression
kefC,0.481307138887634,0.273982094180255,RpoS,0.168824958324794,Cold Shock,0.0640269306691829,NtrC-1,0,0,0.4070113509592792,4.044100623,4.341318726,2.3979033550000004,Medium Variance,Low Expression,Medium Variance - Low Expression
