,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaA,0.6383001839418028,0.4286117465062414,OxyR,0.171807599148821,Cold Shock,0.1296064458021799,UC-8,0,1,0.306568886,6.346626025,8.667106529250002,1.9206128495999997,Low Variance,Medium Expression,Low Variance - Medium Expression
talB,0.682955963798434,0.1722905541212165,Cold Shock,0.1018439428920199,UC-8,0.0865323148105415,Thr/Ser-1,0,0,0.3385106199999992,10.39886454,10.33365927425,2.2271782588000004,Low Variance,High Expression,Low Variance - High Expression
mog,0.506700795778478,0.085928740268682,UC-5,0.0750189230529804,Cellulose,0.0619407448807558,RpoS,0,2,0.3385607654634031,6.015462657463403,6.399666462604263,1.6751587012887867,Low Variance,Medium Expression,Low Variance - Medium Expression
nhaR,0.6232323661945676,0.2518186040452672,UC-8,0.1147861545432821,GadX,0.1098670378978982,Translation,4,0,0.3630133579999999,5.417843127,5.723037156534129,1.8208963324299177,Low Variance,Medium Expression,Low Variance - Medium Expression
ribF,0.2059412252055538,0.1095955063226188,baeR KO,0.0942112255071127,Crp-1,0.0744290611171948,Leucine,1,0,0.2948420170000005,7.97417813,8.388034480478566,1.4362069049641564,Low Variance,Medium Expression,Low Variance - Medium Expression
ileS,0.5034346273026118,0.1756132197559469,UC-8,0.1043821786441008,baeR KO,0.08951364869634,Leucine,2,0,0.303534849,8.628826703,8.75805787925,1.6275460201999996,Low Variance,Medium Expression,Low Variance - Medium Expression
lspA,0.3383867892574584,0.167078093455981,UC-8,0.1590217730152775,pts ALE,0.0914867404324977,baeR KO,2,0,0.315533467999999,7.638433837999999,8.462606001508837,1.7124909609905723,Low Variance,Medium Expression,Low Variance - Medium Expression
fkpB,0.4399388062341636,0.1523940705522306,UC-1,0.1400813368657198,pts ALE,0.0892786863653212,baeR KO,2,0,0.3297828849999993,7.258662052000001,8.365504978249998,1.6368618029999975,Low Variance,Medium Expression,Low Variance - Medium Expression
ispH,0.4935429572195945,0.212825449933418,pts ALE,0.1521697489225616,baeR KO,0.1307657398890808,UC-8,2,0,0.2733495150000005,7.130266402,8.099821122708823,1.4183083500599958,Low Variance,Medium Expression,Low Variance - Medium Expression
folA,0.3758349837449748,0.3051003848641355,ppGpp,0.2522351220567351,Fnr-2,0.1361442525658888,Fnr-3,1,0,0.3806077120000006,6.533596339,6.194038733293313,2.313624088654799,Low Variance,Medium Expression,Low Variance - Medium Expression
apaH,0.329019841463353,0.0730483544745694,RpoE,0.0709870023165344,Fnr-2,0.0658645355725581,Nickel/Cobalt,0,0,0.3906359090000002,5.715026178,5.909121929708213,1.9267960539999984,Low Variance,Medium Expression,Low Variance - Medium Expression
rsmA,0.5686808409258926,0.1266678256169037,ppGpp,0.0945506373213692,baeR KO,0.0846992855499951,Osmoprotectant,0,0,0.3301786898395518,7.404908207999999,7.411421894721066,1.682461244640396,Low Variance,Medium Expression,Low Variance - Medium Expression
pdxA,0.4035971388959763,0.1026069928957502,Osmoprotectant,0.0886818086256251,ppGpp,0.081765089050786,baeR KO,1,0,0.3167860199999994,6.660900069,6.653727824073273,1.9312001464381223,Low Variance,Medium Expression,Low Variance - Medium Expression
surA,0.0063944805753678,0.1127219682653746,baeR KO,0.1028431516138701,Suf System,0.0808600477305531,RpoE,0,0,0.1748373670000003,8.261971756,8.211407688088652,1.153472063800001,Low Variance,Medium Expression,Low Variance - Medium Expression
lptD,0.1351580158428181,0.1179878604386487,Fnr-2,0.1100100014933772,Leucine,0.0927328861558031,Suf System,2,0,0.2194242221928046,8.455116855,8.558988356474845,1.1925433701170354,Low Variance,Medium Expression,Low Variance - Medium Expression
djlA,0.4315780759412695,0.1127822515636556,Crp-1,0.1069157190861886,Efflux Pump,0.094509064047374,baeR KO,0,0,0.2589329639999995,5.59721372,5.843974476755428,1.335986540420279,Low Variance,Medium Expression,Low Variance - Medium Expression
cra,0.6382623696028622,0.0795090900000666,Suf System,0.0747717817038206,UC-3,0.0740571358389436,Tryptophanase,0,2,0.2703953509455639,7.066894578945563,9.276870668,1.9290967300718984,Low Variance,Medium Expression,Low Variance - Medium Expression
mraZ,0.3892704395177654,0.1824519142743884,Cold Shock,0.0936976027681311,FlhDC-2,0.082251728481978,baeR KO,3,1,0.3572595469999999,7.975376052,8.080319352796568,1.8286461435999997,Low Variance,Medium Expression,Low Variance - Medium Expression
rsmH,0.5085602440788661,0.1544202825288276,Cold Shock,0.1133024509340776,ROS TALE Amp,0.1036705787382751,baeR KO,3,1,0.3295292788925037,7.208319401000002,6.807496608727084,1.8553148438969036,Low Variance,Medium Expression,Low Variance - Medium Expression
ftsI,0.5398702724466071,0.0916547381755612,Rhamnose,0.0650477066669414,baeR KO,0.0417632081137323,Cold Shock,3,0,0.3548903780606594,6.416894414,6.794859660749999,2.038420563599998,Low Variance,Medium Expression,Low Variance - Medium Expression
murE,0.4181113182456594,0.1715763411106613,baeR KO,0.0709614091184782,Crp-2,0.0645731227381086,minicoli KOs,3,1,0.3101502929999995,6.992131476,6.682658513653005,1.900191306887038,Low Variance,Medium Expression,Low Variance - Medium Expression
murF,0.4615216762828525,0.1424471846074375,baeR KO,0.0918274800776522,gcvB,0.0619208475341842,Resistance,3,1,0.2770533989999997,6.87280747,6.392280669441191,1.981603129999999,Low Variance,Medium Expression,Low Variance - Medium Expression
mraY,0.4627014829830174,0.1545224415708521,baeR KO,0.1069688886818299,minicoli KOs,0.0809204430359646,UC-7,3,1,0.2465530349395086,6.581434325,6.941040366635762,1.673698592186712,Low Variance,Medium Expression,Low Variance - Medium Expression
murD,0.454101417468471,0.1702068733648315,baeR KO,0.0620308486201098,Cold Shock,0.0617723826596414,minicoli KOs,4,1,0.2943758359999995,6.740275922,6.733026017829728,1.817358685827123,Low Variance,Medium Expression,Low Variance - Medium Expression
ftsW,0.5180632221826684,0.1717419363525192,minicoli KOs,0.1410779035403252,baeR KO,0.075797141668842,Glutamine,3,1,0.2453668010000003,6.474995112999999,7.02794663708327,1.7389388554439726,Low Variance,Medium Expression,Low Variance - Medium Expression
murG,0.4273212281877936,0.1575399222210268,baeR KO,0.090841254214528,minicoli KOs,0.0505600867871621,PAL 10 Del,3,1,0.2577862900000003,6.554658108,6.958761403296009,1.4917650886117366,Low Variance,Medium Expression,Low Variance - Medium Expression
murC,0.4431122635487829,0.2097292213768155,baeR KO,0.0761518749291841,PAL 10 Del,0.0673961774330114,Propionate,3,1,0.2185905040000006,7.007972422000001,6.863855973900371,1.5095290410541606,Low Variance,Medium Expression,Low Variance - Medium Expression
ddlB,0.4398069271132937,0.1136290892536868,baeR KO,0.0523037413797627,Cold Shock,0.0496796293852178,Leucine,3,0,0.2165344490000018,7.387850551,7.437922745828214,1.2341361399544812,Low Variance,Medium Expression,Low Variance - Medium Expression
ftsQ,0.50212566379933,0.1490498838011998,minicoli KOs,0.143506189604453,baeR KO,0.0812317443454745,Glutamine,6,0,0.2674925130000023,7.3011705560000015,7.427035796788294,1.401920780801435,Low Variance,Medium Expression,Low Variance - Medium Expression
ftsA,0.5968718155339547,0.1785143769879581,UC-2,0.1437735912684505,minicoli KOs,0.1136579757356085,UC-1,6,0,0.3257862530000004,7.500299451,7.448967547170037,1.5684466073050365,Low Variance,Medium Expression,Low Variance - Medium Expression
